geocoded_address,geocoded_city,geocoded_state,geocoded_zipcode,geocoded_latitude,geocoded_longitude
13828,3220 Avenal Ave,Nashville,TN,37211,-86.73216,36.10236
13829,3368 Mimosa Dr,Nashville,TN,37211,-86.72061,36.097233
13830,204 Shawn Dr,Nashville,TN,37211,-86.72103,36.091827
13831,3825 Scotwood Dr,Nashville,TN,37211,-86.71511,36.091866
13832,3829 Eckhart Dr,Nashville,TN,37211,-86.71282,36.091175
13833,571 Elaine Dr,Nashville,TN,37211,-86.74799,36.082405
13834,,,,,,
13835,320 Welch Rd,Nashville,TN,37211,-86.725044,36.083225
13836,4105 Partner Way,Nashville,TN,37211,-86.70891,36.094173
13837,504 Bramblewood Dr,Nashville,TN,37220,-86.76045,36.07366
13838,420 Blackman Rd,Nashville,TN,37211,-86.75594,36.074745
13839,523 Crieve Rd,Nashville,TN,37220,-86.761696,36.066948
13840,5112 Wilmar Dr,Nashville,TN,37220,-86.76644,36.064625
13841,5124 Stallworth Dr,Nashville,TN,37220,-86.756195,36.06076
13842,4736 Danby Dr,Nashville,TN,37211,-86.74485,36.07988
13843,4878 Lynn Dr,Nashville,TN,37211,-86.73761,36.081627
13844,441 Harding Pl,Nashville,TN,37211,-86.73007,36.07831
13845,441 Harding Pl,Nashville,TN,37211,-86.73007,36.07831
13846,309 Blackman Rd,Nashville,TN,37211,-86.74274,36.0744
13847,210 Wauford Dr,Nashville,TN,37211,-86.73825,36.075214
13848,4958 Edmondson Pike,Nashville,TN,37211,-86.72927,36.075558
13849,617 Whispering Hills Dr,Nashville,TN,37211,-86.73023,36.070435
13850,519 Landmark Ct,Nashville,TN,37211,-86.72458,36.06764
13851,5125 Cochran Dr,Nashville,TN,37220,-86.750275,36.062016
13852,557 Whispering Hills Dr,Nashville,TN,37211,-86.72657,36.06482
13853,5000 Millerwood Dr,Nashville,TN,37211,-86.72135,36.06412
13854,5008 Madeline Dr,Nashville,TN,37211,-86.71122,36.061573
13855,244 Willow Ln,Nashville,TN,37211,-86.70856,36.07726
13856,235 Willow Ln,Nashville,TN,37211,-86.70787,36.076664
13857,3740 Turley Dr,Nashville,TN,37211,-86.709335,36.07593
13858,302 Leo Ct,Nashville,TN,37211,-86.70364,36.073017
13859,4608 Packard Dr,Nashville,TN,37211,-86.69039,36.063313
13860,4109 Apache Trl,Antioch,TN,37013,-86.68205,36.061424
13861,607 Oakley Dr,Nashville,TN,37220,-86.76313,36.05945
13862,5238 Anchorage Dr,Nashville,TN,37220,-86.76414,36.058334
13863,513 Dillard Ct,Nashville,TN,37220,-86.76034,36.057713
13864,5304 Brentview Hills Ct,Nashville,TN,37220,-86.76132,36.056168
13865,5416 Heather Ln,Brentwood,TN,37027,-86.756165,36.049408
13866,500 Hearthstone Cir,Brentwood,TN,37027,-86.758995,36.046436
13867,708 Heather Spg,Brentwood,TN,37027,-86.75616,36.049282
13868,5786 Stonebrook Dr,Brentwood,TN,37027,-86.77825,36.03794
13869,5721 Hearthstone Ln,Brentwood,TN,37027,-86.76181,36.04268
13870,305 Seven Springs Way,Brentwood,TN,37027,-86.76812,36.041817
13871,5101 Hilson Rd,Nashville,TN,37211,-86.73005,36.05482
13872,5125 Manorwood Ct,Nashville,TN,37211,-86.72216,36.05738
13873,5413 Wakefield Dr,Nashville,TN,37220,-86.74729,36.049778
13874,5127 Brucewood Dr,Nashville,TN,37211,-86.73303,36.050823
13875,508 Hilson Ct,Nashville,TN,37211,-86.72611,36.051334
13876,5153 Hilson Rd,Nashville,TN,37211,-86.72647,36.051907
13877,5446 Edmondson Pike,Nashville,TN,37211,-86.743866,36.0462
13878,5029 English Village Dr,Nashville,TN,37211,-86.73239,36.045204
13879,537 Huntington Pkwy,Nashville,TN,37211,-86.72441,36.046665
13880,371 Huntington Ridge Dr,Nashville,TN,37211,-86.730965,36.05143
13881,373 Huntington Ridge Dr,Nashville,TN,37211,-86.73095,36.051422
13882,389 Ash Grove Dr,Nashville,TN,37211,-86.71177,36.04956
13883,215 Highland Villa Cir,Nashville,TN,37211,-86.73808,36.041225
13884,520 Swiss Ave,Nashville,TN,37211,-86.72072,36.038826
13885,,,,,,
13886,,,,,,
13887,,,,,,
13888,5515 Country Dr,Nashville,TN,37211,-86.70544,36.049557
13889,198 Townes Dr,Nashville,TN,37211,-86.6957,36.051018
13890,216 Leeshan Ct,Antioch,TN,37013,-86.685905,36.053024
13891,,,,,,
13892,1045 Brittany Park Dr,Antioch,TN,37013,-86.67882,36.049053
13893,1345 Bell Rd,Antioch,TN,37013,-86.67612,36.04613
13894,16 Sycamore Ct,Antioch,TN,37013,-86.670784,36.043083
13895,200 Glenstone Cir,Brentwood,TN,37027,-86.77808,36.03469
13896,213 Glenstone Cir,Brentwood,TN,37027,-86.77798,36.034695
13897,641 Old Hickory Blvd,Brentwood,TN,37027,-86.76698,36.040134
13898,641 Old Hickory Blvd,Brentwood,TN,37027,-86.76698,36.040134
13899,601 Old Hickory Blvd,Brentwood,TN,37027,-86.76563,36.039986
13900,5836 Cloverland Dr,Brentwood,TN,37027,-86.758766,36.03214
13901,717 Palmetto Ct,Brentwood,TN,37027,-86.757866,36.025032
13902,72 Trotwood Down,Brentwood,TN,37027,-86.75039,36.035385
13903,86 Trotwood Cir,Brentwood,TN,37027,-86.75075,36.034744
13904,5624 Myrtlewood Dr,Nashville,TN,37211,-86.737656,36.037365
13905,5888 Woodlands Ave,Nashville,TN,37211,-86.72352,36.03704
13906,1421 Cedarway Ln,Nashville,TN,37211,-86.7225,36.0361
13907,1008 Elmshade Ln,Nashville,TN,37211,-86.72514,36.034924
13908,921 Woodstone Ln S,Nashville,TN,37211,-86.72608,36.03421
13909,,,,,,
13910,1279 Brentwood Highlands Dr,Nashville,TN,37211,-86.71807,36.03522
13911,1444 Timber Ridge Ct,Nashville,TN,37211,-86.71656,36.033535
13912,208 Payson Ct,Nashville,TN,37211,-86.71768,36.034954
13913,216 Sterling Oaks Pl,Brentwood,TN,37027,-86.74691,36.035614
13914,5944 Westheimer Dr,Brentwood,TN,37027,-86.74542,36.036324
13915,6045 Woodland Hills Dr,Nashville,TN,37211,-86.73511,36.032623
13916,5112 Stone Mountain Ct,Nashville,TN,37211,-86.734116,36.028793
13917,5204 Whispering Valley Dr,Nashville,TN,37211,-86.73348,36.028885
13918,1339 Paulson Way,Antioch,TN,37013,-86.708206,36.029003
13919,1229 Banbury Row,Brentwood,TN,37027,-86.75359,36.023075
13920,6621 Christiansted Ln,Nashville,TN,37211,-86.736664,36.02518
13921,953 Fallview Trl,Nashville,TN,37211,-86.71794,36.023354
13922,305 Burgandy Hill Trl,Nashville,TN,37211,-86.71454,36.026527
13923,2521 Call Hill Rd,Nashville,TN,37211,-86.71906,36.02718
13924,2777 Call Hill Rd,Nashville,TN,37211,-86.721954,36.021976
13925,3441 Cobble St,Nashville,TN,37211,-86.72327,36.022293
13926,312 Cody Hill Pl,Nashville,TN,37211,-86.72151,36.027126
13927,7009 Lenox Village Dr,Nashville,TN,37211,-86.70924,36.025814
13928,,,,,,
13929,,,,,,
13930,8208 Persia Way,Nashville,TN,37211,-86.7099,36.023247
13931,,,,,,
13932,6300 Williams Grove Dr,Brentwood,TN,37027,-86.743744,36.018
13933,709 Winsley Pl,Brentwood,TN,37027,-86.7453,36.019337
13934,804 Fabert Cir,Brentwood,TN,37027,-86.74648,36.019222
13935,,,,,,
13936,3726 Shane Point Pl,Nashville,TN,37211,-86.70987,36.0191
13937,460 Carl Miller Dr,Antioch,TN,37013,-86.708916,36.03528
13938,705 Ridgeview Ct,Antioch,TN,37013,-86.70896,36.032875
13939,5137 W Oak Highland Dr,Antioch,TN,37013,-86.68196,36.035614
13940,,,,,,
13941,,,,,,
13942,5536 Oak Chase Dr,Antioch,TN,37013,-86.68199,36.034092
13943,1404 Napa Pt W,Antioch,TN,37013,-86.68306,36.034958
13944,6113 Blue Hole Ct,Antioch,TN,37013,-86.67618,36.033775
13945,6117 Blue Hole Ct,Antioch,TN,37013,-86.67619,36.0338
13946,2028 Shaylin Loop,Antioch,TN,37013,-86.70374,36.032295
13947,1910 Shaylin Loop,Antioch,TN,37013,-86.705,36.03115
13948,1817 Shaylin Loop,Antioch,TN,37013,-86.705864,36.033333
13949,1733 Red Jacket Dr,Antioch,TN,37013,-86.705284,36.03193
13950,1788 Red Jacket Dr,Antioch,TN,37013,-86.704834,36.033314
13951,,,,,,
13952,,,,,,
13953,,,,,,
13954,3073 Bluffhollow Gap,Antioch,TN,37013,-86.67717,36.029762
13955,3076 Bluffhollow Gap,Antioch,TN,37013,-86.67579,36.02948
13956,7837 Heaton Way,Nashville,TN,37211,-86.708725,36.022892
13957,8604 Gauphin Pl,Nashville,TN,37211,-86.70763,36.024693
13958,,,,,,
13959,,,,,,
13960,,,,,,
13961,2626 Avery Park Dr,Nashville,TN,37211,-86.70157,36.019436
13962,3214 Dothan Ln,Nashville,TN,37211,-86.70126,36.018253
13963,2104 Valencia Ct,Antioch,TN,37013,-86.702644,36.024586
13964,2809 Haversham Ct,Antioch,TN,37013,-86.69945,36.026714
13965,2613 Bowwater Ln,Antioch,TN,37013,-86.69927,36.02511
13966,149 Blackpool Dr,Antioch,TN,37013,-86.69083,36.02319
13967,212 Sugar Magnolia Ln,Antioch,TN,37013,-86.69046,36.02467
13968,1040 Shire Dr,Antioch,TN,37013,-86.6685,36.033546
13969,1120 Shire Dr,Antioch,TN,37013,-86.665634,36.034298
13970,1121 Shire Dr,Antioch,TN,37013,-86.66634,36.033794
13971,,,,,-86.64898,36.0213
13972,1741 Elijah Ryan Dr,Antioch,TN,37013,-86.647705,36.022095
13973,4404 Luke Dr,Antioch,TN,37013,-86.63874,36.025196
13974,1236 Beech Hollow Dr,Nashville,TN,37211,-86.73196,36.012108
13975,7016 Stone Run Dr,Nashville,TN,37211,-86.72592,36.00985
13976,809 Century Oak Ct,Nashville,TN,37211,-86.71528,36.01591
13977,2109 Sherbrooke Ln,Nashville,TN,37211,-86.71737,36.01803
13978,7032 Sugarplum Rd,Nashville,TN,37211,-86.69563,36.01287
13979,7524 Tarmac Way,Nashville,TN,37211,-86.69298,36.015316
13980,7457 Tarmac Way,Nashville,TN,37211,-86.693016,36.015133
13981,,,,,,
13982,7105 Calderwood Dr,Antioch,TN,37013,-86.68076,36.008625
13983,,,,,,
13984,100 Autumn Oaks Ct,Brentwood,TN,37027,-86.695076,36.004856
13985,6740 Autumn Oaks Dr,Brentwood,TN,37027,-86.69674,36.004
13986,,,,,,
13987,,,,,,
13988,,,,,,
13989,,,,,,
13990,,,,,,
13991,,,,,,
13992,,,,,,
13993,,,,,,
13994,,,,,,
13995,,,,,,
13996,8409 Charbay Cir,Brentwood,TN,37027,-86.69259,36.00131
13997,3229 Hidden Creek Dr,Antioch,TN,37013,-86.67166,36.018963
13998,824 Daybreak Dr,Antioch,TN,37013,-86.668365,36.016838
13999,1501 Sunbeam Dr,Antioch,TN,37013,-86.66776,36.01988
14000,7831 Rainey Dr,Antioch,TN,37013,-86.65321,36.008442
14001,7882 Rainey Dr,Antioch,TN,37013,-86.65114,36.00985
14002,8320 Ramstone Way,Antioch,TN,37013,-86.65007,36.011517
14003,8869 Cressent Glen Ct,Antioch,TN,37013,-86.65084,36.008
14004,4273 October Woods Dr,Antioch,TN,37013,-86.63347,36.00579
14005,7229 Wild Apple Ct,Antioch,TN,37013,-86.63297,36.00706
14006,,,,,,
14007,4105 October Woods Dr,Antioch,TN,37013,-86.62656,36.008553
14008,4516 Red Bark Ct,Antioch,TN,37013,-86.63214,36.0092
14009,4233 October Woods Dr,Antioch,TN,37013,-86.63084,36.00722
14010,4245 October Woods Dr,Antioch,TN,37013,-86.63203,36.006725
14011,8020 Canonbury Dr,Nolensville,TN,37135,-86.67603,35.989777
14012,8044 Canonbury Dr,Nolensville,TN,37135,-86.67677,35.989037
14013,317 Whitman Ct,Nolensville,TN,37135,-86.66905,35.98588
14014,9121 Macauley Ln,Nolensville,TN,37135,-86.66686,35.98332
14015,9117 Macauley Ln,Nolensville,TN,37135,-86.666855,35.983353
14016,404 Marlowe Ct,Nolensville,TN,37135,-86.66893,35.98529
14017,7808 Kemberton Dr W,Nolensville,TN,37135,-86.67663,35.990368
14018,418 Westboro Dr,Nashville,TN,37209,-86.87146,36.146652
14019,4906 Dakota Ave,Nashville,TN,37209,-86.84591,36.147465
14020,4401 Elkins Ave,Nashville,TN,37209,-86.83956,36.150047
14021,4509 Dakota Ave,Nashville,TN,37209,-86.840866,36.14764
14022,4511 Dakota Ave,Nashville,TN,37209,-86.8409,36.14764
14023,1900 Hermosa St,Nashville,TN,37208,-86.806854,36.163933
14024,1210 Ireland St,Nashville,TN,37208,-86.79774,36.16777
14025,1207 Ireland St,Nashville,TN,37208,-86.797676,36.167786
14026,902 14Th Ave N,Nashville,TN,37208,-86.79845,36.16656
14027,734 29Th Ave N,Nashville,TN,37209,-86.82019,36.16039
14028,2351 Herman St,Nashville,TN,37208,-86.8114,36.16217
14029,2404 Booker St,Nashville,TN,37208,-86.812294,36.16062
14030,408 33Rd Ave N,Nashville,TN,37209,-86.82371,36.154373
14031,1808 State St,Nashville,TN,37203,-86.79844,36.155888
14032,3504 Park Ave,Nashville,TN,37209,-86.82615,36.15172
14033,3313 Elkins Ave,Nashville,TN,37209,-86.82455,36.150673
14034,1803 Broadway,Nashville,TN,37203,-86.79542,36.15197
14035,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
14036,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
14037,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
14038,6520 Cougar Dr,Nashville,TN,37209,-86.8763,36.14576
14039,6612 Wilhugh Pl,Nashville,TN,37209,-86.8804,36.137115
14040,6609 Wilhugh Pl,Nashville,TN,37209,-86.88026,36.137207
14041,841 Hillwood Dr,Nashville,TN,37205,-86.88612,36.131233
14042,727 Starlit Rd,Nashville,TN,37205,-86.88626,36.12777
14043,707 Starlit Rd,Nashville,TN,37205,-86.88571,36.1274
14044,5515 Vaught Dr,Nashville,TN,37209,-86.855995,36.144333
14045,261 White Bridge Pike,Nashville,TN,37209,-86.857666,36.14287
14046,4703 Idaho Ave,Nashville,TN,37209,-86.843285,36.146545
14047,4908 Wyoming Ave,Nashville,TN,37209,-86.845825,36.145382
14048,4204 Idaho Ave,Nashville,TN,37209,-86.836914,36.146786
14049,4503 Idaho Ave,Nashville,TN,37209,-86.84073,36.14663
14050,146 45Th Ave N,Nashville,TN,37209,-86.84058,36.145027
14051,4701 Nebraska Ave,Nashville,TN,37209,-86.843094,36.143284
14052,4310 Colorado Ave,Nashville,TN,37209,-86.838295,36.14233
14053,304 Sentinel Dr,Nashville,TN,37209,-86.83432,36.14812
14054,4106 Media St,Nashville,TN,37209,-86.83523,36.145195
14055,4104 Utah Ave,Nashville,TN,37209,-86.83536,36.14427
14056,5518 Meadowcrest Ln,Nashville,TN,37209,-86.85318,36.140137
14057,4029 Aberdeen Rd,Nashville,TN,37205,-86.835724,36.13621
14058,4425 Westlawn Dr,Nashville,TN,37209,-86.8403,36.139854
14059,4425 Westlawn Dr,Nashville,TN,37209,-86.8403,36.139854
14060,,,,,,
14061,3915 Westlawn Pl,Nashville,TN,37209,-86.83305,36.1394
14062,3903 Westlawn Pl,Nashville,TN,37209,-86.83308,36.13947
14063,805 Kendall Dr,Nashville,TN,37209,-86.861786,36.136375
14064,245 Cherokee Rd,Nashville,TN,37205,-86.84114,36.135403
14065,105 Cherokee Rd,Nashville,TN,37205,-86.83793,36.130505
14066,208 Cherokee Rd,Nashville,TN,37205,-86.839554,36.132965
14067,203 Lauderdale Rd,Nashville,TN,37205,-86.838356,36.13298
14068,229 Lauderdale Rd,Nashville,TN,37205,-86.83904,36.133945
14069,321 Lauderdale Rd,Nashville,TN,37205,-86.836334,36.135258
14070,844 Neartop Dr,Nashville,TN,37205,-86.861305,36.129578
14071,,,,,,
14072,,,,,,
14073,4040 Woodlawn Dr,Nashville,TN,37205,-86.84293,36.126377
14074,309 Chamberlin St,Nashville,TN,37209,-86.82961,36.14883
14075,3619 Nebraska Ave,Nashville,TN,37209,-86.82828,36.142357
14076,504 Acklen Park Dr,Nashville,TN,37205,-86.82591,36.14194
14077,386 Normandy Cir,Nashville,TN,37209,-86.82552,36.147606
14078,373 Normandy Cir,Nashville,TN,37209,-86.82542,36.147205
14079,314 Sylvan Park Ln,Nashville,TN,37209,-86.826485,36.144375
14080,308 Sylvan Park Ln,Nashville,TN,37209,-86.82666,36.14433
14081,116 36Th Ave N,Nashville,TN,37209,-86.82705,36.14345
14082,414 Acklen Park Dr,Nashville,TN,37205,-86.823875,36.143394
14083,3112 Long Blvd,Nashville,TN,37203,-86.81783,36.146187
14084,3123 Bellwood St,Nashville,TN,37203,-86.81894,36.144867
14085,3156 Parthenon Ave,Nashville,TN,37203,-86.82082,36.146236
14086,,,,,,
14087,3100 W End Cir,Nashville,TN,37203,-86.81706,36.14406
14088,3000 Vanderbilt Pl,Nashville,TN,37212,-86.81233,36.1423
14089,1101 18Th Ave S,Nashville,TN,37212,-86.79549,36.144794
14090,1101 18Th Ave S,Nashville,TN,37212,-86.79549,36.144794
14091,3507 Hillsdale Ave,Nashville,TN,37205,-86.82472,36.141632
14092,3314 W End Ave,Nashville,TN,37203,-86.81777,36.14057
14093,3210 Orleans Dr,Nashville,TN,37212,-86.815544,36.140068
14094,3728 W End Ave,Nashville,TN,37205,-86.829636,36.13302
14095,3818 W End Ave,Nashville,TN,37205,-86.8319,36.1322
14096,3818 W End Ave,Nashville,TN,37205,-86.8319,36.1322
14097,304 Elmington Ave,Nashville,TN,37205,-86.822556,36.133205
14098,,,,,,
14099,,,,,,
14100,1911 Convent Pl,Nashville,TN,37212,-86.803764,36.134254
14101,1833 24Th Ave S,Nashville,TN,37212,-86.80537,36.135876
14102,2134 Fairfax Ave,Nashville,TN,37212,-86.80536,36.134575
14103,2124 Fairfax Ave,Nashville,TN,37212,-86.80284,36.134335
14104,2104 18Th Ave S,Nashville,TN,37212,-86.79736,36.131954
14105,212 Cantrell Ave,Nashville,TN,37205,-86.83236,36.130142
14106,401 Bowling Ave,Nashville,TN,37205,-86.82631,36.12667
14107,401 Bowling Ave,Nashville,TN,37205,-86.82631,36.12667
14108,2900 W Linden Ave,Nashville,TN,37212,-86.81389,36.128555
14109,2612 Sunset Pl,Nashville,TN,37212,-86.81047,36.129295
14110,2117 W Linden Ave,Nashville,TN,37212,-86.804405,36.127613
14111,2500 W Linden Ave,Nashville,TN,37212,-86.807495,36.12795
14112,2004 Linden Ave,Nashville,TN,37212,-86.80105,36.1279
14113,1910 Linden Ave,Nashville,TN,37212,-86.800156,36.127815
14114,1703 Beechwood Ave,Nashville,TN,37212,-86.79638,36.126118
14115,2214 Belmont Blvd,Nashville,TN,37212,-86.795,36.128628
14116,1902 Linden Ave,Nashville,TN,37212,-86.79989,36.12779
14117,1215 Tremont St,Nashville,TN,37212,-86.78888,36.14404
14118,,,,,,
14119,,,,,,
14120,1310 15Th Ave S,Nashville,TN,37212,-86.79097,36.141464
14121,1423 14Th Ave S,Nashville,TN,37212,-86.79006,36.139694
14122,,,,,,
14123,744 Alloway St,Nashville,TN,37203,-86.777466,36.137367
14124,1104 Acklen Ave,Nashville,TN,37203,-86.78733,36.133743
14125,1106 Caldwell Ave,Nashville,TN,37204,-86.786964,36.13268
14126,1014 W Grove Ave,Nashville,TN,37203,-86.78538,36.134605
14127,1816 Beech Ave,Nashville,TN,37203,-86.78051,36.13521
14128,,,,,,
14129,2211 11Th Ave S,Nashville,TN,37204,-86.78755,36.128674
14130,2221 10Th Ave S,Nashville,TN,37204,-86.78619,36.127556
14131,2312 Vaulx Ln,Nashville,TN,37204,-86.78311,36.12639
14132,2221 Grantland Ave,Nashville,TN,37204,-86.77709,36.130306
14133,,,,,,
14134,,,,,,
14135,,,,,,
14136,334 Stonecrest Way,Nashville,TN,37209,-86.91934,36.112034
14137,327 Stonecrest Way,Nashville,TN,37209,-86.918045,36.11137
14138,1129 Sparta Rd,Nashville,TN,37205,-86.89835,36.120564
14139,704 Georgetown Dr,Nashville,TN,37205,-86.88795,36.119823
14140,608 Clematis Dr,Nashville,TN,37205,-86.89559,36.11791
14141,700 Vosswood Dr,Nashville,TN,37205,-86.88083,36.112804
14142,766 Rodney Dr,Nashville,TN,37205,-86.91186,36.10437
14143,415 Grayson Dr,Nashville,TN,37205,-86.90257,36.103786
14144,6427 Bresslyn Rd,Nashville,TN,37205,-86.89776,36.104946
14145,410 Brook Hollow Rd,Nashville,TN,37205,-86.88509,36.106762
14146,4505 Harding Pike,Nashville,TN,37205,-86.84817,36.124607
14147,4505 Harding Pike,Nashville,TN,37205,-86.84817,36.124607
14148,4505 Harding Pike,Nashville,TN,37205,-86.84817,36.124607
14149,243 Westchase Dr,Nashville,TN,37205,-86.84536,36.12023
14150,4120 Ridgefield Dr,Nashville,TN,37205,-86.84465,36.124664
14151,4120 Ridgefield Dr,Nashville,TN,37205,-86.84465,36.124664
14152,171 Kenner Ave,Nashville,TN,37205,-86.84344,36.122566
14153,107 Adams Park,Nashville,TN,37205,-86.842476,36.11433
14154,4007 Auburn Ln,Nashville,TN,37215,-86.83777,36.11415
14155,3804 Abbott Martin Rd,Nashville,TN,37215,-86.83912,36.109756
14156,529 Armistead Pl,Nashville,TN,37215,-86.833824,36.10972
14157,1 Wyndham Pl,Nashville,TN,37215,-86.836784,36.112858
14158,4111 Elder Pl,Nashville,TN,37215,-86.83656,36.112835
14159,3805 Woodmont Ln,Nashville,TN,37215,-86.8406,36.111164
14160,6003 Cargile Rd,Nashville,TN,37205,-86.87047,36.106308
14161,209 Paddock Ln,Nashville,TN,37205,-86.86334,36.104828
14162,419 Lynnwood Blvd,Nashville,TN,37205,-86.84457,36.10762
14163,4101 Copeland Dr,Nashville,TN,37215,-86.84039,36.104908
14164,4013 Estes Rd,Nashville,TN,37215,-86.83785,36.106453
14165,3701 Woodlawn Dr,Nashville,TN,37215,-86.83013,36.124146
14166,2214 Sharondale Dr,Nashville,TN,37215,-86.813705,36.12353
14167,616 Timber Ln,Nashville,TN,37215,-86.82287,36.12305
14168,3000 Hillsboro Pike,Nashville,TN,37215,-86.80757,36.12123
14169,2601 Hillsboro Pike,Nashville,TN,37212,-86.806366,36.124195
14170,2601 Hillsboro Pike,Nashville,TN,37212,-86.806366,36.124195
14171,2600 Hillsboro Pike,Nashville,TN,37212,-86.80635,36.12419
14172,2802 Hawthorne Pl,Nashville,TN,37212,-86.79887,36.12276
14173,3616 Bowlingate Ln,Nashville,TN,37215,-86.82675,36.119335
14174,2923 22Nd Ave S,Nashville,TN,37215,-86.814064,36.11989
14175,1904 Lombardy Ave,Nashville,TN,37215,-86.803215,36.118683
14176,101 Hampton Pl,Nashville,TN,37215,-86.81043,36.11579
14177,3323 Golf Club Ln,Nashville,TN,37215,-86.80948,36.117638
14178,2057 Stokes Ln,Nashville,TN,37215,-86.808105,36.11912
14179,1219 Battlefield Dr,Nashville,TN,37215,-86.79278,36.115208
14180,1231 Battlefield Dr,Nashville,TN,37215,-86.79295,36.1152
14181,1231 Battlefield Dr,Nashville,TN,37215,-86.79295,36.1152
14182,,,,,,
14183,13 Foxhall Close,Nashville,TN,37215,-86.83239,36.113617
14184,122 Longwood Pl,Nashville,TN,37215,-86.83002,36.110195
14185,2025 Woodmont Blvd,Nashville,TN,37215,-86.80935,36.113823
14186,3416 Belmont Blvd,Nashville,TN,37215,-86.79979,36.114334
14187,1490 Clairmont Pl,Nashville,TN,37215,-86.79653,36.11145
14188,1004 Greenwich Park,Nashville,TN,37215,-86.825554,36.106827
14189,1900 Richard Jones Rd,Nashville,TN,37215,-86.80793,36.104263
14190,1900 Richard Jones Rd,Nashville,TN,37215,-86.80793,36.104263
14191,1735 Glen Echo Rd,Nashville,TN,37215,-86.80648,36.107567
14192,1107 Montrose Ave,Nashville,TN,37204,-86.7883,36.123535
14193,926 Montrose Ave,Nashville,TN,37204,-86.78452,36.123253
14194,,,,,,
14195,,,,,,
14196,850 Clayton Ave,Nashville,TN,37204,-86.78177,36.118958
14197,906 Gale Ln,Nashville,TN,37204,-86.779816,36.117653
14198,827 Battlefield Dr,Nashville,TN,37204,-86.77795,36.114887
14199,,,,,,
14200,3406 Springbrook Dr,Nashville,TN,37204,-86.778305,36.112373
14201,3414 Springbrook Dr,Nashville,TN,37204,-86.77855,36.112293
14202,3610 Doge Pl,Nashville,TN,37204,-86.78646,36.10726
14203,3532 Crestridge Dr,Nashville,TN,37204,-86.77701,36.107944
14204,320 Old Hickory Blvd,Nashville,TN,37209,-86.886566,36.14215
14205,320 Old Hickory Blvd,Nashville,TN,37209,-86.886566,36.14215
14206,320 Old Hickory Blvd,Nashville,TN,37209,-86.886566,36.14215
14207,320 Old Hickory Blvd,Nashville,TN,37209,-86.886566,36.14215
14208,107 Westfield Dr,Nashville,TN,37221,-86.944176,36.084286
14209,,,,,,
14210,326 Westfield Dr,Nashville,TN,37221,-86.947235,36.084194
14211,,,,,,
14212,229 Still Spring Hollow Ct,Nashville,TN,37221,-86.9249,36.081158
14213,520 Summit Oaks Ct,Nashville,TN,37221,-86.92266,36.08614
14214,6534 Melinda Dr,Nashville,TN,37205,-86.89012,36.092262
