PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
Single Family Residential,1945 Horton Ave SE,Grand Rapids,MI,49507,4,2.5,2020,5662,1902,114,,42.928576,-85.665811,77500
Single Family Residential,1055 Crosby St NW,Grand Rapids,MI,49504,3,1.5,1384,5808,1900,101,,42.987551,-85.695182,97200
Single Family Residential,1233 North Ave NE,Grand Rapids,MI,49505,2,2,1315,2613,1885,168,,42.985555,-85.659936,79500
Single Family Residential,1306 Mayfield Ave NE,Grand Rapids,MI,49505,2,1.5,953,6750,1940,148,,42.9865769,-85.632169,96000
Single Family Residential,1025 Washtenaw St NE,Grand Rapids,MI,49505,3,1.5,2176,7124,1950,336,,42.995652,-85.643824,96500
Single Family Residential,1816 Jennette Ave NW,Grand Rapids,MI,49504,2,1,1414,4944,1955,326,,42.9967102,-85.6899398,84733
Single Family Residential,451 Cedar St NE,Grand Rapids,MI,49503,3,3,1540,6534,1900,233,,42.981223,-85.657509,90000
Single Family Residential,712 Lynch St SW,Grand Rapids,MI,49503,5,1.5,1658,4922,1916,241,,42.9331273,-85.6844073,91500
Single Family Residential,2201 Francis Ave SE,Grand Rapids,MI,49507,3,1,1152,5248,1915,42,,42.923374,-85.664309,100000
Single Family Residential,423 Ardmore St SE,Grand Rapids,MI,49507,2,0.5,1498,8100,1920,277,,42.9285659,-85.657079,98000
Single Family Residential,903 Richmond NW,Grand Rapids,MI,49504,3,1,1349,5255,1900,319,,42.992843,-85.690954,95000
Single Family Residential,1832 Berkey Ave SE,Grand Rapids,MI,49507,2,1,768,5924,1949,126,,42.9299223,-85.6444071,83500
Single Family Residential,1115 Diamond Ave NE,Grand Rapids,MI,49503,,1,940,8756,1915,,,42.983225,-85.645237,84000
Single Family Residential,1220 Fuller SE,Grand Rapids,MI,49506,4,1.5,,4965,1952,329,,42.9403487,-85.6390975,83000
Single Family Residential,114 Valley Ave SW,Grand Rapids,MI,49504,,1.5,1735,4326,1917,,,42.961515,-85.698365,95000
Single Family Residential,914 Bates St SE,Grand Rapids,MI,49506,4,2,2480,5520,1900,225,,42.9490875,-85.6461162,79900
Single Family Residential,1218 Lewison Ave NE,Grand Rapids,MI,49505,2,1.5,1350,6534,1936,134,,42.9851,-85.6334229,99900
Single Family Residential,910 Frederick Ave NW,Grand Rapids,MI,49504,,1.5,1032,4505,1959,,,42.980098,-85.701223,98300
Single Family Residential,1242 Orville St SE,Grand Rapids,MI,49507,3,1.5,1196,5320,1927,63,,42.932273,-85.636524,94000
Single Family Residential,1539 Mason St NE,Grand Rapids,MI,49503,2,1,1404,6011,1928,259,,42.9786791,-85.6301704,82000
Single Family Residential,1938 Collins Ave SE,Grand Rapids,MI,49507,3,1.5,1288,5805,1922,23,,42.928668,-85.66138,99000
Single Family Residential,1237 Garfield Ave,Grand Rapids,MI,49504,3,1,1248,,1929,305,,42.986732,-85.698251,79500
Single Family Residential,14 Knapp St NE,Grand Rapids,MI,49505,2,1,900,5662,1951,294,,42.998887,-85.668456,90000
Single Family Residential,1253 Muskegon Ave NW,Grand Rapids,MI,49504,3,1.5,1344,4944,1916,179,,42.9866745,-85.6847071,98000
Single Family Residential,4146 Weymouth Dr SE,Grand Rapids,MI,49508,3,1.5,1392,18413,1977,,,42.8878709,-85.617716,85000
Single Family Residential,824 Arianna St NW,Grand Rapids,MI,49504,4,2,1586,5227,1905,116,,42.9877678,-85.6891895,89000
Single Family Residential,1723 Widdicomb NW,Grand Rapids,MI,49504,2,1,744,5227,1954,218,,42.995081,-85.692527,91000
Single Family Residential,1307 Calgary St NE,Grand Rapids,MI,49505,2,1,851,5924,1924,221,,43.003331,-85.637913,92000
Single Family Residential,,Grand Rapids,MI,49505,2,1,1014,5270,1924,347,,42.997923,-85.663392,96000
Single Family Residential,1063 Ardmore St SE,Grand Rapids,MI,49507,3,1,1286,6708,1929,,,42.9283636,-85.6408944,96500
Single Family Residential,1132 Jennette Ave NW,Grand Rapids,MI,49504,3,1,1082,5280,1896,129,,42.984417,-85.688939,77000
Single Family Residential,1414 Mason St NE,Grand Rapids,MI,49503,,1,792,6229,1925,,,42.978202,-85.633819,97000
Single Family Residential,2855 Vineland Ave SE,Grand Rapids,MI,49508,2,1.5,1114,8712,1951,302,,42.9112413,-85.6345631,77000
Single Family Residential,835 Fuller Ave SE,Grand Rapids,MI,49506,3,1.5,880,3441,1923,277,,42.947272,-85.639745,83500
Single Family Residential,826 Lafayette Ave SE,Grand Rapids,MI,49507,4,2,1728,5445,1910,,,42.9477808,-85.661234,80000
Single Family Residential,444 Storrs St SE,Grand Rapids,MI,49507,3,2,1591,4792,1927,,,42.929774,-85.65631,84000
Single Family Residential,1107 Fuller Ave SE,Grand Rapids,MI,49506,3,1.5,1388,6098,1926,212,,42.942591,-85.639729,99900
Single Family Residential,1157 3rd St NW,Grand Rapids,MI,49504,2,2,923,3510,1923,359,,42.974476,-85.697238,98000
Single Family Residential,1046 Emerald Ave NE,Grand Rapids,MI,49503,2,1,642,7076,1953,21,,42.982226,-85.647692,82860
Single Family Residential,921 Norwich Ave SW,Grand Rapids,MI,49503,5,2,1386,4835,1900,39,,42.9462469,-85.6869428,77900
Single Family Residential,849 Spencer NE,Grand Rapids,MI,49505,2,1,1202,6750,1951,130,,42.9887738,-85.6478295,88500
Single Family Residential,334 Hanover St NE,Grand Rapids,MI,49505,3,1,1810,2800,1910,357,,42.990452,-85.661492,77100
Single Family Residential,1108 Ottillia SE,Grand Rapids,MI,49507,3,1,936,6660,1950,154,,42.9225783,-85.6402599,97750
Single Family Residential,558 Lane Ave NW,Grand Rapids,MI,49504,5,2,1814,3744,1890,,,42.9737959,-85.6924118,89700
Single Family Residential,2140 Dawson Ave NE,Grand Rapids,MI,49505,2,1,820,5706,1950,255,,43.001307,-85.638236,92000
Single Family Residential,540 Livingston Ave NE,Grand Rapids,MI,49503,2,1.5,936,2265,1890,259,,42.973384,-85.6654598,100000
Single Family Residential,706 Vries St SW,Grand Rapids,MI,49503,3,1,1026,5009,1895,,,42.935783,-85.684116,85000
Single Family Residential,1323 Emerald Ave NE,Grand Rapids,MI,49505,3,2,1642,5000,1875,163,,42.986982,-85.647728,91860
Single Family Residential,431 Carrier St NE,Grand Rapids,MI,49505,3,1.5,1360,4922,1920,84,,42.9855679,-85.6583149,79945
Single Family Residential,2554 Breton Rd SE,Grand Rapids,MI,49546,2,1,1068,16814,1950,137,,42.917149,-85.607972,92400
Single Family Residential,1359 Diamond Ave NE,Grand Rapids,MI,49505,,1,849,6055,1942,,,42.9880369,-85.6449128,96000
Single Family Residential,744 Griggs St SE,Grand Rapids,MI,49507,,1.5,1321,5053,1929,,,42.93075,-85.649081,90000
Single Family Residential,976 Lincoln Ave NW,Grand Rapids,MI,49504,4,1.5,1624,5227,1946,357,,42.981739,-85.696194,93000
Single Family Residential,1340 Walker Ave NW,Grand Rapids,MI,49504,4,2,1266,3484,1925,354,,42.982973,-85.702076,83000
Single Family Residential,146 Knapp St NE,Grand Rapids,MI,49505,2,1.5,1300,,1923,206,,42.998856,-85.665656,95000
Single Family Residential,564 Cass Ave SE,Grand Rapids,MI,49503,3,1.5,1128,5885,1997,95,,42.9523953,-85.6626072,99000
Single Family Residential,1719 Alto Ave SE,Grand Rapids,MI,49507,3,1,1133,4181,1941,268,,42.9323248,-85.6420567,79900
Single Family Residential,1020 10th Street St NW,Grand Rapids,MI,49504,3,1.5,1208,2800,1906,294,,42.980446,-85.693723,85000
Single Family Residential,1315 Prospect Ave SE,Grand Rapids,MI,49507,3,1.5,1232,4748,2000,168,,42.9389041,-85.6603668,93000
Single Family Residential,1131 Walker Ave NW,Grand Rapids,MI,49504,3,1.5,1284,4880,1922,177,,42.980869,-85.695961,95000
Single Family Residential,1543 Mason St NE,Grand Rapids,MI,49503,3,1,1284,6011,1925,318,,42.9786781,-85.6299794,77000
Single Family Residential,1361 Johnston St SE,Grand Rapids,MI,49507,2,1,816,6120,1927,318,,42.930224,-85.634373,81000
Single Family Residential,48 Baylis St SW,Grand Rapids,MI,49507,4,1.5,1240,4500,1918,133,,42.9221112,-85.6683511,94900
Condo/Co-op,2367 Portman Dr SE #189,Grand Rapids,MI,49508,2,1,958,,1986,316,250,42.896901,-85.6085949,93000
Single Family Residential,215 Ives Ave SW,Grand Rapids,MI,49504,2,1,960,4356,1920,280,,42.959712,-85.701188,90000
Single Family Residential,216 Boltwood Dr NE,Grand Rapids,MI,49505,3,2,1894,9147,1951,332,,43.009665,-85.662557,90000
Single Family Residential,1225 Quarry Ave NW,Grand Rapids,MI,49504,3,2,1514,4726,1900,331,,42.9858195,-85.6815826,84900
Single Family Residential,1024 Watkins St SE,Grand Rapids,MI,49507,4,2,1588,5793,1924,49,,42.9454028,-85.6432856,77000
Single Family Residential,30 Elm St SW,Grand Rapids,MI,49507,3,1.5,1605,3441,1917,14,,42.9304806,-85.6680012,99000
Single Family Residential,931 Frederick Ave NW,Grand Rapids,MI,49504,2,1,913,5227,1950,210,,42.980692,-85.701853,88000
Single Family Residential,936 Valley Ave NW,Grand Rapids,MI,49504,3,2,1153,3876,1937,59,,42.980808,-85.700156,96500
Single Family Residential,956 Jennette Ave NW,Grand Rapids,MI,49504,2,1,1122,1800,1922,46,,42.981344,-85.689339,80000
Single Family Residential,2022 Prospect Ave NE,Grand Rapids,MI,49505,3,1,1163,6098,1925,228,,42.999777,-85.660565,92500
Single Family Residential,501 Burke Ave NE,Grand Rapids,MI,49503,2,1,1329,1716,1948,270,,42.972572,-85.641659,94000
Single Family Residential,1027 Crescent NE,Grand Rapids,MI,49503,2,1,660,10802,1925,92,,42.969379,-85.643458,91500
Single Family Residential,937 Elliott St SE,Grand Rapids,MI,49507,2,1,1030,3920,1941,238,,42.92934,-85.643924,84900
Single Family Residential,3960 Kalamazoo Ave SE,Grand Rapids,MI,49508,,1.5,1190,17816,1965,,,42.891152,-85.6259369,100000
Single Family Residential,907 NE College Ave NE,Grand Rapids,MI,49503,3,1.5,1251,5280,1923,11,,42.979355,-85.6573247,89900
Single Family Residential,417 Hoover St NE,Grand Rapids,MI,49505,4,1.5,1512,4792,1925,,,42.9975962,-85.6589675,89900
Single Family Residential,1134 Prospect Ave SE,Grand Rapids,MI,49507,3,2,1365,6439,1908,1,,42.942573,-85.659903,90000
Single Family Residential,917 Burton St SE,Grand Rapids,MI,49507,3,1,1939,4792,1946,294,,42.9274917,-85.6445278,88000
Single Family Residential,919 Valley NW,Grand Rapids,MI,49504,3,1,1450,4356,1935,127,,42.9803179,-85.700819,99000
Single Family Residential,1069 Patton Ave NW,Grand Rapids,MI,49504,2,1,899,,1922,295,,42.9839791,-85.7067438,97900
Single Family Residential,1133 Hoyt St SE,Grand Rapids,MI,49507,2,1,1094,4320,1940,14,,42.923948,-85.6395469,76000
Single Family Residential,1059 Franklin St SE,Grand Rapids,MI,49507,3,1.5,1812,5532,1922,170,,42.9486149,-85.642013,80000
Single Family Residential,1264 Griggs St SE,Grand Rapids,MI,49507,3,1,1098,4240,1925,263,,42.93057,-85.63551,80000
Single Family Residential,1113 Ottillia St SE,Grand Rapids,MI,49507,3,1,1507,5850,1950,287,,42.923097,-85.640108,99000
Single Family Residential,142 Garfield Ave NW,Grand Rapids,MI,49504,3,1.5,1419,,1923,44,,42.966896,-85.69704,83000
Single Family Residential,2237 Fuller Ave NE,Grand Rapids,MI,49505,2,1,1173,5880,1949,80,,43.003672,-85.6398967,99900
Single Family Residential,904 Douglas St NW,Grand Rapids,MI,49504,,1,1487,4880,1905,,,42.969671,-85.690311,85000
Single Family Residential,258 Ann St NE,Grand Rapids,MI,49505,4,1,1440,3049,1900,204,,42.9952883,-85.6623501,87000
Single Family Residential,1104 Hoyt SE,Grand Rapids,MI,49507,2,2,1173,7666,1939,116,,42.923455,-85.6404699,95900
Single Family Residential,1350 Lewison Ave NE,Grand Rapids,MI,49505,3,1,1105,6750,1947,333,,42.987668,-85.63339,89900
Single Family Residential,755 Ottillia St SE,Grand Rapids,MI,49507,3,1,1112,7667,1964,,,42.923024,-85.648121,92600
Single Family Residential,1336 Crosby St NW,Grand Rapids,MI,49504,3,1.5,1277,4646,1905,238,,42.9872891,-85.7017647,99900
Single Family Residential,1222 Mason St NE,Grand Rapids,MI,49503,3,1.5,1176,6250,1930,304,,42.978239,-85.638501,88500
Single Family Residential,1120 Thomas St SE,Grand Rapids,MI,49506,3,1.5,1260,6200,1910,326,,42.94986,-85.641065,98000
Single Family Residential,1725 Fuller Ave NE,Grand Rapids,MI,49505,3,1,1025,6098,1952,262,,42.9941121,-85.6400194,85000
Single Family Residential,851 Dayton St SW,Grand Rapids,MI,49504,3,1.5,1212,2613,1910,10,,42.961059,-85.689389,96500
Single Family Residential,1030 Fuller Ave SE,Grand Rapids,MI,49506,3,1.5,1526,4960,1923,49,,42.943765,-85.639061,79000
Single Family Residential,610 Stolpe St SW,Grand Rapids,MI,49503,,1,1092,4443,1921,,,42.9385011,-85.682297,81500
Single Family Residential,2050 Paris Ave NE,Grand Rapids,MI,49505,2,1.5,1146,4008,1925,,,43.0004599,-85.65655,97500
Single Family Residential,1848 Thelma Ave SE,Grand Rapids,MI,49507,,1,920,3485,1940,,,42.929523,-85.645194,76000
Multi-Family (2-4 Unit),46 Rose St 48 SW,Grand Rapids,MI,49507,5,2,,6600,1900,17,,42.9298217,-85.6686151,90000
Single Family Residential,242 Highland St SE,Grand Rapids,MI,49507,3,1.5,1560,2622,1940,172,,42.9434603,-85.6621823,85000
Single Family Residential,657 Hogan St SW,Grand Rapids,MI,49503,4,2,1823,5793,1916,52,,42.9343961,-85.6834633,84900
Single Family Residential,559 Milwaukee NW,Grand Rapids,MI,49504,3,1,1276,2880,1890,3,,42.973704,-85.688373,99900
Single Family Residential,2438 Mckee Ave SW,Wyoming,MI,49509,4,1,960,6534,1948,25,,42.919279,-85.68432,78625
Single Family Residential,653 Hogan SW,Grand Rapids,MI,49503,5,1,1680,5793,1912,32,,42.9344082,-85.6832745,88000
Single Family Residential,1133 Merrifield St SE,Grand Rapids,MI,49507,2,1,822,5280,1926,26,,42.924854,-85.639613,89900
Single Family Residential,830 Burton St SE,Grand Rapids,MI,49507,3,1.5,1440,5000,1924,213,,42.927084,-85.646773,99000
Single Family Residential,1159 28th St SE,Grand Rapids,MI,49508,4,1,1182,1182,1938,403,,42.9130139,-85.637796,100000
Single Family Residential,3115 Hoehn NW,Grand Rapids,MI,49504,2,1,683,6969,1950,1,,42.992085,-85.74475,86900
Single Family Residential,936 Oakdale St SE,Grand Rapids,MI,49507,3,1,1865,5009,1922,134,,42.937004,-85.645028,98900
Single Family Residential,1340 Garfield NW,Grand Rapids,MI,49504,2,1.5,1677,8276,1952,1,,42.98858,-85.6976498,80100
Single Family Residential,914 Prince St SE,Grand Rapids,MI,49507,5,2,1773,5808,1916,304,,42.946276,-85.645719,78900
Multi-Family (2-4 Unit),12 Canton St SW,Grand Rapids,MI,49507,5,2,,5016,1910,53,,42.94223,-85.667877,76900
Multi-Family (2-4 Unit),420 Highland St SE,Grand Rapids,MI,49507,2,1,,6100,1910,171,,42.943335,-85.658135,78000
Single Family Residential,1255 Lafayette Ave NE,Grand Rapids,MI,49505,2,1,1001,3484,1995,99,,42.986171,-85.662353,84900
Multi-Family (2-4 Unit),1815 College Ave SE,Grand Rapids,MI,49507,5,2,,6026,1925,8,,42.930551,-85.6560949,89900
Single Family Residential,1005 Union St SE,Grand Rapids,MI,49507,2,1,1090,4399,1924,52,,42.945064,-85.654467,94900
Single Family Residential,448 Woodlawn St SE,Grand Rapids,MI,49507,5,2.5,1746,5040,1900,91,,42.9424582,-85.6570384,79900
Single Family Residential,2062 Eastern Ave SE,Grand Rapids,MI,49507,3,1.5,1656,5203,1948,21,,42.9254869,-85.647565,94900
Single Family Residential,1169 3rd St NW,Grand Rapids,MI,49504,4,2,1120,4356,1920,100,,42.97459,-85.697735,99900
Single Family Residential,1901 Fuller Ave NE,Grand Rapids,MI,49505,2,1,784,5019,1951,9,,42.9972319,-85.6400774,79900
Single Family Residential,441 Shirley St NE,Grand Rapids,MI,49503,4,2,1647,4092,1910,70,,42.979407,-85.6578849,78900
Single Family Residential,,Grand Rapids,MI,49507,3,1,1765,4791,1928,36,,42.93318,-85.642279,87900
Single Family Residential,1722 College Ave SE,Grand Rapids,MI,49507,4,1.5,1556,5227,1922,234,,42.93203,-85.655471,89900
Single Family Residential,872 Caulfield Ave SW,Grand Rapids,MI,49503,4,1,1550,4356,1915,49,,42.9468725,-85.6780755,79900
Multi-Family (2-4 Unit),1924 Clyde Park Ave SW,Grand Rapids,MI,49509,3,2,,4840,1918,420,,42.929434,-85.685986,79900
Single Family Residential,121 Rosemary St SE,Grand Rapids,MI,49507,2,1,701,5000,1941,16,,42.916266,-85.664096,99900
Single Family Residential,1946 Lafayette Ave NE,Grand Rapids,MI,49505,2,1,988,2831,1900,16,,42.9986862,-85.6619539,90000
Multi-Family (2-4 Unit),1335 Maude Ave NE,Grand Rapids,MI,49505,4,2,,6534,1910,38,,42.987446,-85.661215,99900
Multi-Family (2-4 Unit),111 Canton SW,Grand Rapids,MI,49507,4,2,,3484,1890,63,,42.942677,-85.6703579,89000
Multi-Family (2-4 Unit),1943 Francis Ave SE,Grand Rapids,MI,49507,4,2,,5793,1875,127,,42.928642,-85.664558,95000
Single Family Residential,926 Dorchester Ave SW,Grand Rapids,MI,49503,4,1,1378,4835,1910,20,,42.9461277,-85.6875764,95000
Single Family Residential,1520 Calvin Ave SE,Grand Rapids,MI,49507,4,1,1184,6098,1924,157,,42.9352159,-85.635726,89900
Multi-Family (2-4 Unit),1348 College NE,Grand Rapids,MI,49505,4,3,,11325,1890,24,,42.98777,-85.656676,92500
Single Family Residential,1837 Darwin Ave SW,Grand Rapids,MI,49507,3,1.5,1634,4160,1910,172,,42.930226,-85.673934,85000
Single Family Residential,444 Elliott St SE,Grand Rapids,MI,49507,4,1.5,1573,5357,1925,7,,42.928926,-85.656242,99000
Single Family Residential,249 Powell St SE,Grand Rapids,MI,49507,3,2,1871,41132,1890,11,,42.947571,-85.66206,89900
Single Family Residential,31 Caledonia St NE,Grand Rapids,MI,49505,3,1,864,5009,1900,2,,42.988896,-85.6674197,99900
Condo/Co-op,2466 Abbington Dr SE #1,Grand Rapids,MI,49506,2,1.5,900,,1967,64,165,42.919727,-85.61908,107000
Single Family Residential,,Grand Rapids,MI,49503,2,1.5,1500,2576,1900,114,,42.96299,-85.641311,120000
Multi-Family (2-4 Unit),306-308 Grand Ave NE,Grand Rapids,MI,49503,6,4,,3963,1910,168,,42.9688877,-85.6517863,109900
Multi-Family (2-4 Unit),149 Deloney Ave SW #151,Grand Rapids,MI,49504,7,4,,6577,1870,46,,42.960344,-85.690233,114000
Multi-Family (2-4 Unit),45 Grove St NE #47,Grand Rapids,MI,49505,6,3,,6621,1900,256,,42.987619,-85.666766,115000
Single Family Residential,1030 Crosby St NW,Grand Rapids,MI,49504,3,2,1350,5808,1905,102,,42.986976,-85.694121,121000
Single Family Residential,2027 Kalamazoo Ave SE,Grand Rapids,MI,49507,3,1.5,1398,5227,1927,266,,42.926333,-85.634056,112000
Single Family Residential,1020 Edna St SE,Grand Rapids,MI,49507,,1,1220,6882,1940,,,42.921574,-85.641974,117000
Condo/Co-op,1946 Georgetown Dr SE #179,Grand Rapids,MI,49506,2,1.5,884,,1967,,,42.919441,-85.619836,100000
Multi-Family (2-4 Unit),1036 Lafayette Ave NE,Grand Rapids,MI,49503,2,1,,4791,1910,141,,42.982092,-85.6617794,106000
Condo/Co-op,1922 Georgetown Dr SE #194,Grand Rapids,MI,49506,2,1.5,884,,1967,,,42.919125,-85.619919,104000
Condo/Co-op,3125 Windcrest Ct NE #41,Grand Rapids,MI,49525,2,1,853,,1989,161,195,42.987832,-85.592744,113400
Single Family Residential,918 Mayhew Wood Dr SE,Grand Rapids,MI,49507,2,1,968,4965,1941,113,,42.916326,-85.643753,109000
Single Family Residential,1240 Euclid Ave SE,Grand Rapids,MI,49507,3,1.5,1248,4720,2005,109,,42.9402216,-85.6658984,107500
Single Family Residential,323 Union Ave NE,Grand Rapids,MI,49503,3,1.5,1272,3016,1900,221,,42.969698,-85.654843,120000
Single Family Residential,849 NE Eastern Ave NE,Grand Rapids,MI,49501,4,2,956,8901,1946,58,,42.978302,-85.650019,105000
Single Family Residential,1436 Valley Ave NW,Grand Rapids,MI,49504,3,1,1222,5828,1955,,,42.9903613,-85.7001658,120000
Condo/Co-op,3159 Windcrest Dr NE Unit -,Grand Rapids,MI,49525,2,1,880,,1989,108,195,42.988375,-85.591847,112900
Single Family Residential,962 Garfield Ave NW,Grand Rapids,MI,49504,3,1,1248,4617,1941,128,,42.981459,-85.6981629,114000
Condo/Co-op,940 Monroe Ave #330,Grand Rapids,MI,49503,0,1,517,,2006,161,190,42.9792181,-85.671698,120000
Condo/Co-op,265 Bona Vis NW #9,Grand Rapids,MI,49504,3,2,1586,,1980,226,236,42.968231,-85.726118,106700
Condo/Co-op,1318 Hillburn Ave NW #12,Grand Rapids,MI,49504,2,2,1460,,1981,95,323,42.987981,-85.737619,105100
Condo/Co-op,215 Bona Vista Dr NW #28,Grand Rapids,MI,49504,2,1,903,,1981,165,232,42.9681839,-85.7264042,103500
Single Family Residential,722 Lafayette Ave NE,Grand Rapids,MI,49503,3,1,1200,6011,1910,28,,42.976,-85.661648,110000
Single Family Residential,1141 Neland Ave SE,Grand Rapids,MI,49507,4,2.5,2184,5749,1925,221,,42.941669,-85.643536,101500
Single Family Residential,1023 Beechwood St Unit NE,Grand Rapids,MI,49505,2,1,1385,5000,1929,253,,43.008586,-85.643784,122900
Single Family Residential,1423 Lancashire Dr SE,Grand Rapids,MI,49508,3,2,1332,10350,1940,242,,42.9041673,-85.6311052,123000
Condo/Co-op,2635 Highland View Cir W #37,Grand Rapids,MI,49506,3,2,1605,,1995,221,185,42.9148902,-85.6103036,123000
Single Family Residential,920 Douglas St NW,Grand Rapids,MI,49504,,,,5020,,,,42.969671,-85.690825,125000
Single Family Residential,715 Burke Ave NE,Grand Rapids,MI,49503,3,1,1297,10497,1949,276,,42.975506,-85.641923,110000
Condo/Co-op,940 Monroe Ave NW #515,Grand Rapids,MI,49503,0,1,518,,1892,291,206,42.9792181,-85.671698,119900
Single Family Residential,1162 4th St NW,Grand Rapids,MI,49504,2,1.5,1364,7405,1918,311,,42.975107,-85.697463,121107
Condo/Co-op,3168 Windcrest Dr NE #11,Grand Rapids,MI,49525,2,1,880,,1989,305,195,42.988735,-85.5913939,107500
Condo/Co-op,940 Monroe Ave NW #445,Grand Rapids,MI,49503,0,1,514,,2007,347,195,42.9792181,-85.671698,117500
Single Family Residential,107 Caledonia St NE,Grand Rapids,MI,49505,3,1,1280,2483,1920,,,42.9888151,-85.665977,102000
Condo/Co-op,2456 Abbington SE #151,Grand Rapids,MI,49506,2,1.5,884,,1967,46,240,42.919469,-85.6204829,107500
